lon,lat,depth,poe-0.0005000,poe-0.0005459,poe-0.0005961,poe-0.0006508,poe-0.0007106,poe-0.0007759,poe-0.0008471,poe-0.0009249,poe-0.0010099,poe-0.0011027,poe-0.0012039,poe-0.0013145,poe-0.0014353,poe-0.0015671,poe-0.0017110,poe-0.0018682,poe-0.0020398,poe-0.0022271,poe-0.0024317,poe-0.0026550,poe-0.0028989,poe-0.0031652,poe-0.0034559,poe-0.0037733,poe-0.0041199,poe-0.0044983,poe-0.0049115,poe-0.0053626,poe-0.0058552,poe-0.0063929,poe-0.0069801,poe-0.0076213,poe-0.0083213,poe-0.0090856,poe-0.0099201,poe-0.0108313,poe-0.0118261,poe-0.0129124,poe-0.0140984,poe-0.0153933,poe-0.0168072,poe-0.0183510,poe-0.0200365,poe-0.0218769,poe-0.0238863,poe-0.0260802,poe-0.0284757,poe-0.0310912,poe-0.0339470,poe-0.0370650,poe-0.0404694,poe-0.0441866,poe-0.0482451,poe-0.0526765,poe-0.0575148,poe-0.0627976,poe-0.0685656,poe-0.0748633,poe-0.0817396,poe-0.0892474,poe-0.0974448,poe-0.1063951,poe-0.1161676,poe-0.1268376,poe-0.1384877,poe-0.1512079,poe-0.1650964,poe-0.1802605,poe-0.1968175,poe-0.2148953,poe-0.2346335,poe-0.2561847,poe-0.2797154,poe-0.3054074,poe-0.3334592,poe-0.3640875,poe-0.3975291,poe-0.4340423,poe-0.4739093,poe-0.5174381,poe-0.5649650,poe-0.6168572,poe-0.6735158,poe-0.7353785,poe-0.8029234,poe-0.8766722,poe-0.9571949,poe-1.0451137,poe-1.1411078,poe-1.2459190,poe-1.3603572,poe-1.4853066,poe-1.6217326,poe-1.7706894,poe-1.9333280,poe-2.1109050,poe-2.3047925,poe-2.5164886,poe-2.7476291,poe-3.0000000
36.13264,36.23808,0,0.8063022,0.7976783,0.7884547,0.7786192,0.7681622,0.757077,0.7453604,0.7330129,0.7200382,0.706444,0.6922423,0.677449,0.6620845,0.6461749,0.629748,0.6128376,0.5954801,0.5777147,0.5595856,0.5411404,0.5224274,0.5034993,0.4844074,0.465205,0.4459474,0.4266928,0.4074967,0.3884136,0.3694972,0.350803,0.3323855,0.3142964,0.2965795,0.2792796,0.2624422,0.2461066,0.2303071,0.2150711,0.2004244,0.1863918,0.1729863,0.1602186,0.1480945,0.1366155,0.1257782,0.1155745,0.1059918,0.09701555,0.08862776,0.08080795,0.07353332,0.06677988,0.06052345,0.05473854,0.04940055,0.04448426,0.03996607,0.03582162,0.03202806,0.02856335,0.02540679,0.02253799,0.01993772,0.01758696,0.01546756,0.01356305,0.01185641,0.01033202,0.008975096,0.007770659,0.006705458,0.005766997,0.004942285,0.004220345,0.003590428,0.00304241,0.002567789,0.002158197,0.001805836,0.001503898,0.001246039,0.001026796,0.000841307,0.000685154,0.000554418,0.000445471,0.00035523,0.000280975,0.000220468,0.000171479,0.000132093,0.000100701,7.59E-05,5.66E-05,4.17E-05,3.03E-05,2.17E-05,1.54E-05,1.07E-05,7.23E-06
