Magnitude,Return Period
6.7,696.8778510122784
6.8,885.8444495638394
6.8999999999999995,1125.2785329719368
6.999999999999999,1428.1420587066686
7.099999999999999,1810.456715862019
7.199999999999998,2292.0083166856703
7.299999999999998,2897.461046635597
7.399999999999998,3658.5244958816947
7.499999999999997,4618.72945040074
7.599999999999997,5844.31462971581
7.699999999999997,7448.829433343829
7.799999999999996,9648.370890953134
7.899999999999996,12888.891673741584
7.999999999999996,18162.284839600292
8.099999999999994,27890.510126933284
8.199999999999996,48804.91904859444
8.299999999999994,103221.29895137697
8.399999999999995,284675.6725607904
