Magnitude,Return Period
6.7,287.68985706666433
6.8,371.4863838342989
6.8999999999999995,480.4331792545539
6.999999999999999,622.5840611265613
7.099999999999999,808.9230732936218
7.199999999999998,1054.6805415195008
7.299999999999998,1381.423602292678
7.399999999999998,1820.5213586364375
7.499999999999997,2419.185996860801
7.599999999999997,3251.665864412895
7.699999999999997,4441.603744964921
7.799999999999996,6211.198298630634
7.899999999999996,9004.087148176804
7.999999999999996,13853.99150958697
8.099999999999994,23859.32773476371
8.199999999999996,54505.638609948204
8.299999999999994,7.606904772663732e+17
