Magnitude,Return Period
6.7,85.70614400110024
6.8,104.2088933181908
6.8999999999999995,127.01680309640493
6.999999999999999,155.285962985439
7.099999999999999,190.56282106385098
7.199999999999998,234.95952815464497
7.299999999999998,291.4341008571541
7.399999999999998,364.25696524045395
7.499999999999997,459.82703176845513
7.599999999999997,588.1869410099991
7.699999999999997,766.053340380283
7.799999999999996,1023.4834644794264
7.899999999999996,1420.5418701043718
7.999999999999996,2097.301470159345
8.099999999999994,3473.849585162967
8.199999999999996,7650.335392614736
8.299999999999994,1.2634756214869555e+17
