Magnitude,Return Period
6.7,54.45918911600072
6.8,65.67703426525074
6.8999999999999995,79.41111378071435
6.999999999999999,96.32318781794788
7.099999999999999,117.29730075635264
7.199999999999998,143.53979249341245
7.299999999999998,176.73916259408065
7.399999999999998,219.3323597878384
7.499999999999997,274.9706520612736
7.599999999999997,349.38470727109046
7.699999999999997,452.1146997215935
7.799999999999996,600.3165749741919
7.899999999999996,828.277880049401
7.999999999999996,1215.9656576321602
8.099999999999994,2003.2188917704214
8.199999999999996,4389.097851293737
8.299999999999994,6.883113460339385e+16
