Station ID,Latitude,Longitude,Vs30,PGA,SA(0.5),SA(1.0)
122,37.4339,35.82021,500.6,0.05937409893162876,0.15338952206521625,0.08518870827851811
127,37.816183,35.92044,582.9,0.06573278366769167,0.11889968954272681,0.05442202296765327
129,38.259195,36.210863,965.4,0.16522657803481564,0.1355180284329694,0.061246400895500576
205,37.79177,38.61597,660.5,0.04955862745849169,0.09448298328044105,0.09854681412818445
2308,38.45063,39.3102,450.1,0.05769028892224207,0.11368729062125076,0.12392746556530243
2309,38.79913,38.72728,859.6,0.05165501702549584,0.04167594124948062,0.021245264570148126
2703,37.058,37.35,758.2,0.06098857796872838,0.12507821664181984,0.10287900017284864
3802,38.47812,36.50359,304.8,0.20440252601851905,0.39142326667275523,0.38382478654057417
3803,38.39485,35.479116,499.0,0.02803693179606788,0.05346622862825181,0.05992175360829242
3804,38.72268,36.377902,637.3,0.034951269787820025,0.06883344935300525,0.05355222698332716
3805,38.1057,35.357183,383.8,0.04403228570470693,0.06337612390887352,0.04266625173450863
4404,38.19588,38.87385,1380.4,0.04776737636359988,0.110941661465494,0.10324291232616414
4405,38.8107,37.9396,579.4,0.1502732604855141,0.11506236106091818,0.09764555470288334
4406,38.34388,37.97378,814.8,0.4412886920421793,0.44209849117433586,0.3304228947652983
4611,37.7472,37.28426,730.9,0.1584064121869418,0.3381146505041815,0.16637494643397951
4612,38.02395,36.48187,246.1,0.5776286725199219,1.0205560022024993,0.6117605033119623
4614,37.48513,37.29775,541.2,0.17250134256890834,0.13748654835201782,0.05888632890774718
4615,37.38676,37.13803,484.0,0.06363216085422069,0.13963441245101654,0.06888084315397558
4616,37.37547,36.83836,390.0,0.059197972788168615,0.09414807850383794,0.04277927994575041
4617,37.58551,36.8303,573.6,0.0668302538948833,0.12343503363986472,0.14696930139438039
4620,37.58568,36.89845,484.4,0.06845008976685776,0.14332319748084926,0.09114515246623255
4624,37.5361,36.91765,280.1,0.07277802907002358,0.1899890730690969,0.1294219035718044
5807,38.7269,37.2475,445.3,0.0868840935293019,0.17395921999485828,0.08743657252065933
8002,37.19156,36.56195,430.3,0.0618597357583683,0.14373272267501402,0.07996037370723018
8003,37.08417,36.26936,350.0,0.058472371057694206,0.11191120130158508,0.13336913022921468
