Magnitude,Return Period
6.7,60.3123776225435
6.8,75.88375722492937
6.8999999999999995,95.58595796727019
6.999999999999999,120.58034103618306
7.099999999999999,152.3942381036708
7.199999999999998,193.0604450927934
7.299999999999998,245.324949709331
7.399999999999998,312.966069942151
7.499999999999997,401.3027853770174
7.599999999999997,518.0392917389153
7.699999999999997,674.7400070864035
7.799999999999996,889.5657559640769
7.899999999999996,1192.7431391829805
7.999999999999996,1638.5946976529249
8.099999999999994,2335.6131460017323
8.199999999999996,3536.6854959330026
8.299999999999994,5999.996579195575
8.399999999999995,13515.377584201035
8.499999999999993,2.0962209174669946e+17
