Magnitude,Return Period
6.7,63.09116501932044
6.8,79.92696148896907
6.8999999999999995,101.56444940483023
6.999999999999999,129.5678511856599
7.099999999999999,166.13922265033773
7.199999999999998,214.46809832375504
7.299999999999998,279.3421435216345
7.399999999999998,368.27993369989673
7.499999999999997,493.7952717652204
7.599999999999997,678.3776719896488
7.699999999999997,966.9430829494138
7.799999999999996,1464.186645255932
7.899999999999996,2483.9966327065217
7.999999999999996,5595.361924925135
8.099999999999994,1.152921504606847e+17
