Magnitude,Return Period
6.7,99.40459254096075
6.8,125.06875478578056
6.8999999999999995,157.5411810795926
6.999999999999999,198.73598325315663
7.099999999999999,251.17045192765363
7.199999999999998,318.19496489311723
7.299999999999998,404.33535581380573
7.399999999999998,515.8189063021947
7.499999999999997,661.4121584728321
7.599999999999997,853.8128779765905
7.699999999999997,1112.081103737464
7.799999999999996,1466.148823768948
7.899999999999996,1965.8343847514611
7.999999999999996,2700.67015562466
8.099999999999994,3849.4697483926275
8.199999999999996,5829.032025050508
8.299999999999994,9888.968711111836
8.399999999999995,22275.537041546995
8.499999999999993,3.4160637173536205e+17
