Magnitude,Return Period
6.7,47.650619037856316
6.8,60.366125615178895
6.8999999999999995,76.7081870321647
6.999999999999999,97.85820747660748
7.099999999999999,125.47932508985241
7.199999999999998,161.9804872182853
7.299999999999998,210.97765524049856
7.399999999999998,278.1493544246139
7.499999999999997,372.94683606450684
7.599999999999997,512.3556682123032
7.699999999999997,730.2993448100558
7.799999999999996,1105.8505578719585
7.899999999999996,1876.078484208839
7.999999999999996,4225.987257992242
8.099999999999994,8.701294374391298e+16
