Station ID,Latitude,Longitude,Vs30,PGA,SA(0.5),SA(1.0)
122,37.4339,35.82021,500.6,17.996930302181845,60.05239766974989,67.7055138027227
127,37.816183,35.92044,582.9,35.19229360205694,65.69651345734513,50.13828809310587
129,38.259195,36.210863,965.4,698.3629504921595,364.4334648732211,203.76496880302867
205,37.79177,38.61597,660.5,13.965483390075836,23.37338004920844,56.41333446843032
2308,38.45063,39.3102,450.1,10.291553355289938,15.594606097128418,31.081387866434852
2309,38.79913,38.72728,859.6,24.930401558021188,10.862596778612774,9.76855652205773
2703,37.058,37.35,758.2,43.05224763591572,82.86232044161092,161.07550773514862
3802,38.47812,36.50359,304.8,402.39345273865416,1050.2113411871055,4966.084899868826
3803,38.39485,35.479116,499.0,19.741990169484623,36.684695107053656,129.268924048077
3804,38.72268,36.377902,637.3,34.86892527148388,78.20232099735456,151.31489407736984
3805,38.1057,35.357183,383.8,29.40937764146792,35.564043415488115,50.978187929733046
4404,38.19588,38.87385,1380.4,11.258451082574256,23.43133896826822,36.87629110984665
4405,38.8107,37.9396,579.4,187.7187318285496,76.27471312553635,131.48408104999334
4406,38.34388,37.97378,814.8,675.1377995852756,337.85639348823116,478.80820287558237
4611,37.7472,37.28426,730.9,59.355224039621746,109.23178589089555,85.78499189397652
4612,38.02395,36.48187,246.1,412.4008771133713,428.9326294654982,461.6475684493718
4614,37.48513,37.29775,541.2,43.94895180347228,31.348332249897894,27.133309221708586
4615,37.38676,37.13803,484.0,14.15931369103746,30.596564337946475,29.855398093333736
4616,37.37547,36.83836,390.0,10.850242235650791,16.340531631156146,15.491352089796719
4617,37.58551,36.8303,573.6,14.714362808056366,26.723326284182537,72.51294213965431
4620,37.58568,36.89845,484.4,13.637219886621779,28.36586453542308,37.25059324859354
4624,37.5361,36.91765,280.1,11.074113868693022,27.089175187146026,35.58409660523876
5807,38.7269,37.2475,445.3,110.9736247158813,295.4138868986886,143.63042299892086
8002,37.19156,36.56195,430.3,14.505263137278424,27.707604762978836,33.05218046603146
8003,37.08417,36.26936,350.0,12.117680442677779,20.488376399389935,60.76865069867596
