Magnitude,Return Period
6.7,367.0111950605788
6.8,443.76978789122353
6.8999999999999995,535.0133845390068
6.999999999999999,643.1132185243928
7.099999999999999,771.3930512477356
7.199999999999998,925.5097568312736
7.299999999999998,1116.498268887243
7.399999999999998,1367.1833790344062
7.499999999999997,1726.0488253598953
7.599999999999997,2300.2958232696797
7.699999999999997,3346.440744817256
7.799999999999996,5561.15959515414
7.899999999999996,11201.545704715223
7.999999999999996,29504.371427100137
8.099999999999994,112069.59755031792
