Magnitude,Return Period
6.7,79.468361703904
6.8,98.02331571101092
6.8999999999999995,121.17803551739199
6.999999999999999,150.21684252011107
7.099999999999999,186.862972299368
7.199999999999998,233.4752513576522
7.299999999999998,293.36203602176244
7.399999999999998,371.30364283308023
7.499999999999997,474.4657824895536
7.599999999999997,614.095161532998
7.699999999999997,808.910047742062
7.799999999999996,1092.5591576942622
7.899999999999996,1532.269033564667
7.999999999999996,2284.7872692948176
8.099999999999994,3820.158426195792
8.199999999999996,8488.164086174571
8.299999999999994,1.299066484064053e+17
